popularidade_musica,duracao_musica_ms,dancabilidade,energia,chave,vivacidade,volume,modo_audio,fala,ritmo,assinatura_tempo,valencia_audio
0.75,0.48155004424911185,0.556135770234987,0.962654716175843,0.8181818181818182,0.35294117647058826,0.2890272267067998,0.0,0.0662251655629139,0.5182019169580592,1.428571428571428609,0.8857322570500054
0.81,0.7369294109096506,0.5182767624020888,0.9349125053350404,0.8181818181818182,0.3929411764705883,0.23546312765084143,1.0,0.050331125827814564,0.2853918873705134,1.428571428571428609,0.8857322570500054
0.6900000000000001,0.4857141635635285,0.25979112271540467,0.925309432351686,0.6363636363636364,0.28705882352941176,0.2667259543029142,0.0,0.1335540838852097,0.5199207499885192,1.428571428571428609,0.2829437047908586
0.77,0.60023171998649,0.07441253263707576,0.6553563807084934,0.8181818181818182,0.32,0.6034341223149541,1.0,0.04094922737306843,0.37126793457937796,1.428571428571428609,0.4863193206835099
0.71,0.5583938641231622,0.5718015665796345,0.7641912078531797,1.0,0.19788235294117645,0.4393897934053906,1.0,0.04183222958057395,0.4071994174336904,1.428571428571428609,0.6215536219729533
0.62,0.683915982266153,0.1945169712793734,0.9413145539906103,0.09090909090909091,0.31764705882352945,0.3406074702421672,0.0,0.0846578366445916,0.5403302521173792,1.428571428571428609,0.3301184610546179
0.77,0.388977482118656,0.4516971279373369,0.7823303457106274,0.8181818181818182,0.26823529411764707,0.3410179231084964,0.0,0.14790286975717437,0.8010745986656083,1.428571428571428609,0.6341335569766223
0.79,0.5870082897611403,0.4229765013054831,0.8570209133589415,1.0,0.39529411764705885,0.39047749350116295,0.0,0.03156732891832229,0.33495594670305523,1.428571428571428609,0.537687388615159
0.79,0.5734428374155098,0.07180156657963455,0.6969696969696969,0.0,0.47294117647058825,0.36639759200985084,1.0,0.04768211920529801,0.5843704281993582,1.428571428571428609,0.14980605933536012
0.13,0.677357708109772,0.38772845953002616,0.5081092616303885,0.0,0.3317647058823529,0.3980024627171979,1.0,0.053642384105960256,0.8069330639182832,1.428571428571428609,0.6886466086591887
0.62,0.4234062838014049,0.46866840731070497,0.9807938540332906,0.7272727272727273,0.9082352941176471,0.17806813517581066,0.0,0.0662251655629139,0.5645513648977556,1.428571428571428609,0.8710556662123914
0.77,0.8901553207953724,0.4973890339425588,0.8997012377294068,0.18181818181818182,0.27529411764705886,0.2767820495279792,1.0,0.08554083885209712,0.5252675015909045,1.428571428571428609,0.39930810357479823
0.79,0.5810229026562292,0.5691906005221934,0.24455825864276567,0.18181818181818182,0.26823529411764707,0.7232179504720208,1.0,0.03233995584988962,0.3675153678105872,1.428571428571428609,0.28084704895691376
0.28,0.8862220664121453,0.28590078328981733,0.9285104566794709,0.2727272727272727,0.3341176470588235,0.3070187440142291,0.0,0.06445916114790286,0.7182688333584817,1.428571428571428609,0.4873676486004823
0.78,0.34080794175363294,0.20757180156657967,0.988262910798122,0.09090909090909091,0.8658823529411764,0.139690792174032,1.0,0.0705298013245033,0.9063892041540651,1.428571428571428609,0.7746094978509279
0.71,0.497967106022582,0.6436031331592691,0.7076397780623133,0.36363636363636365,0.1708235294117647,0.4385688876727322,1.0,0.04437086092715231,0.3413720486259176,1.428571428571428609,0.586958800712863
0.77,0.8436403124372068,0.5130548302872062,0.5401195049082372,0.6363636363636364,0.23458823529411765,0.3746750581474894,0.0,0.030463576158940395,0.3929435999711341,1.428571428571428609,0.5093825348569033
0.65,0.7185713736035878,0.3759791122715405,0.7599231754161332,0.5454545454545454,0.3364705882352941,0.27732932001641813,1.0,0.03730684326710816,0.4498881446443918,1.428571428571428609,0.05482755005765805
0.75,0.5765210364980355,0.3616187989556136,0.8196756295347845,0.5454545454545454,0.3270588235294118,0.35278423860993297,0.0,0.04646799116997792,0.27152969579279534,1.428571428571428609,0.4433378760876403
0.74,0.5007631368558761,0.49347258485639683,0.9285104566794709,0.8181818181818182,0.6329411764705883,0.22766452319058691,1.0,0.19867549668874168,0.316744189097875,1.428571428571428609,0.6938882482440508
0.74,0.34901647264036806,0.46083550913838117,0.9061032863849766,0.8181818181818182,0.18094117647058824,0.35408400601997536,1.0,0.07891832229580573,0.3288219433309934,1.428571428571428609,0.5691372261243317
0.11,0.7385240890454591,0.27676240208877284,0.9573196756295348,0.8181818181818182,0.06588235294117648,0.27637159666165,1.0,0.04757174392935982,0.8202573001200559,1.428571428571428609,0.3510850193940665
0.73,0.6226940227359204,0.4281984334203655,0.9263764404609476,0.4545454545454546,0.9176470588235295,0.2372417567382679,0.0,0.05375275938189845,0.4231084636125671,1.428571428571428609,0.5198658140266276
0.74,0.45031487411448334,0.5678851174934725,0.9285104566794709,0.36363636363636365,0.3388235294117647,0.23293200164181144,0.0,0.0781456953642384,0.5444042800254545,1.428571428571428609,0.5387357165321314
0.79,0.5663159514841622,0.3629242819843343,0.8132735808792146,0.6363636363636364,0.3835294117647059,0.32432617321110957,1.0,0.08763796909492272,0.7480466315464904,1.428571428571428609,0.7012265436628577
0.7000000000000001,0.4136030747788614,0.5261096605744127,0.893299189073837,0.0,0.22941176470588237,0.39061431112327266,1.0,0.032560706401766,0.3680533231865328,1.428571428571428609,0.803962679526156
0.6,0.7965524170275712,0.4229765013054831,0.737516005121639,0.2727272727272727,0.9152941176470589,0.31591188945136134,0.0,0.03973509933774834,0.37919949615886744,1.428571428571428609,0.4234196456651641
0.6900000000000001,0.4442696331385232,0.19973890339425593,0.9594536918480581,0.9090909090909092,0.32470588235294123,0.3024353536735532,0.0,0.09392935982339955,0.7812096123441079,1.428571428571428609,0.34269839605828706
0.73,0.7805928098399765,0.6187989556135771,0.8687580025608195,0.2727272727272727,0.24941176470588236,0.29155835271582975,0.0,0.06103752759381898,0.27554467981814473,1.428571428571428609,0.9549218995701856
0.62,0.4963724278867736,0.03263707571801566,0.7535211267605634,0.8181818181818182,0.24,0.5116979066903817,1.0,0.04271523178807946,0.7998477979911958,1.428571428571428609,0.3353601006394801
0.72,0.6823768827248903,0.44647519582245426,0.8516858728126334,0.7272727272727273,0.9176470588235295,0.5153235736762896,1.0,0.06854304635761589,0.3274573735968877,1.428571428571428609,0.5104308627738757
0.5700000000000001,0.4185068169283849,0.22193211488250658,0.8207426376440461,0.18181818181818182,0.3317647058823529,0.26624709262553015,1.0,0.06766004415011037,0.6035137670653221,1.428571428571428609,0.684453296991299
0.71,0.47009230321971074,0.11488250652741516,0.8676909944515578,0.09090909090909091,0.2658823529411765,0.3071555616363388,1.0,0.05386313465783664,0.627000111527334,1.428571428571428609,0.728483069504141
0.63,0.32941005459528094,0.40992167101827687,0.9455825864276568,0.5454545454545454,0.8847058823529412,0.28663291831987964,0.0,0.03929359823399558,0.3623326269935511,1.428571428571428609,0.7840444491036798
0.64,0.507201703270159,0.39556135770234996,0.5507895860008536,0.8181818181818182,0.25411764705882356,0.3121494048433438,1.0,0.1324503311258278,0.496729624940136,1.428571428571428609,0.5313974211133243
0.71,0.7451379417963856,0.32245430809399483,0.754588134869825,0.36363636363636365,0.6376470588235295,0.48132439458202214,1.0,0.04525386313465783,0.3683616634629893,1.428571428571428609,0.14666107558444286
0.61,0.3351645767690026,0.4843342036553527,0.9285104566794709,0.5454545454545454,0.32470588235294123,0.3072239704473936,0.0,0.097682119205298,0.2999560451095264,1.428571428571428609,0.7001782157458853
0.72,0.7747228552006601,0.27676240208877284,0.8452838241570636,0.8181818181818182,0.38117647058823534,0.2646052811602134,1.0,0.053311258278145694,0.2719102008148056,1.428571428571428609,0.3542300031449838
0.71,0.6061059499023099,0.3759791122715405,0.8335467349551856,0.09090909090909091,0.8188235294117647,0.2269804350800383,0.0,0.05386313465783664,0.6042288540894449,1.071428571428571509,0.3164901981339764
0.7000000000000001,0.47277290158741014,0.4242819843342038,0.9573196756295348,0.7272727272727273,0.13741176470588237,0.319058694759885,1.0,0.09050772626931566,0.5240341404850783,1.428571428571428609,0.40454974315966036
0.65,0.5188903092307495,0.24412532637075718,0.9637217242851046,0.18181818181818182,0.25882352941176473,0.2895060883841839,1.0,0.05518763796909492,0.5777443924712489,1.428571428571428609,0.3343117727225076
0.6900000000000001,0.8674664283912562,0.06266318537859011,0.844216816047802,0.6363636363636364,0.2776470588235294,0.3178957449719524,0.0,0.09426048565121412,0.6142400724271626,1.428571428571428609,0.1560960268371947
0.66,0.6440105513824107,0.18798955613577023,0.8879641485275288,1.0,0.6282352941176471,0.3202900533588726,0.0,0.06313465783664458,0.22536393993269005,1.071428571428571509,0.2934269839605829
0.9400000000000001,0.48625712367947393,0.779373368146214,0.5102432778489117,0.5454545454545454,0.23294117647058826,0.4343959501983855,0.0,0.06004415011037526,0.3221893471714699,1.428571428571428609,0.15085438725233255
0.98,0.4953762884614562,0.8093994778067886,0.7855313700384123,0.09090909090909091,0.14541176470588235,0.2877274592967574,0.0,0.2527593818984547,0.3148679057134796,1.428571428571428609,0.5880071286298355
0.73,0.4386433692599069,0.608355091383812,0.7513871105420401,1.0,0.34352941176470586,0.4159255712135723,1.0,0.05960264900662251,0.30847148508485916,1.428571428571428609,0.2860886885417759
0.9400000000000001,0.3564298020974507,0.5443864229765014,0.6991037131882202,0.18181818181818182,0.24705882352941178,0.3230264058010672,1.0,0.037196467991169976,0.3416279054510624,1.428571428571428609,0.22947898102526476
0.87,0.35511729221087374,0.6853785900783291,0.6841655996585574,0.36363636363636365,0.7788235294117648,0.28588042139827613,0.0,0.11810154525386311,0.7747213456756916,1.428571428571428609,0.6676800503197401
0.73,0.5946482088729089,0.7859007832898173,0.6062740076824584,0.6363636363636364,0.2268235294117647,0.2689834450677247,1.0,0.08796909492273729,0.34171319105944403,1.428571428571428609,0.16133766642205685
0.85,0.5427591779498339,0.6266318537859008,0.4803670507895861,0.0,0.31764705882352945,0.4699001231358599,0.0,0.10695364238410594,0.2886196196261866,1.428571428571428609,0.6634867386518504
0.61,0.6278542814756544,0.6187989556135771,0.8772940674349126,0.0,0.24470588235294116,0.4295389246134902,1.0,0.1445916114790287,0.17738750500232897,1.428571428571428609,0.8637173707935843
0.58,0.4883862113782209,0.6540469973890339,0.5571916346564234,1.0,0.2705882352941177,0.5792174032015324,0.0,0.35099337748344367,0.8005366432896628,1.428571428571428609,0.6456651640633191
0.92,0.46187522177996865,0.755874673629243,0.5507895860008536,0.36363636363636365,0.8447058823529412,0.3518949240662197,0.0,0.05353200883002207,0.6236149289177255,1.428571428571428609,0.35318167522801136
0.8300000000000001,0.5067100464722556,0.7780678851174936,0.7236448997012377,1.0,0.23341176470588235,0.31235463127650837,0.0,0.3123620309050772,0.5385261334785374,1.428571428571428609,0.6750183457385471
0.44,0.28260860271138033,0.7715404699738906,0.7321809645753308,0.4545454545454546,0.40941176470588236,0.40764810507593374,0.0,0.1534216335540839,0.5516141941494073,1.428571428571428609,0.1340811405807737
0.47000000000000003,0.2600693449848869,0.5718015665796345,0.717242851045668,0.9090909090909092,0.5694117647058824,0.27418251470789434,1.0,0.050772626931567325,0.7480072689580066,1.428571428571428609,0.33116678897159035
0.54,0.3179394877363694,0.6318537859007833,0.7641912078531797,0.8181818181818182,0.5741176470588235,0.2805445341359967,0.0,0.195364238410596,0.7357261413510552,1.428571428571428609,0.7117098228325821
0.47000000000000003,0.39251313578705704,0.6553524804177546,0.6670934699103714,1.0,0.2917647058823529,0.3168696128061294,0.0,0.22075055187637968,0.825262909288915,1.428571428571428609,0.7829961211867074
0.64,0.6715775342770295,0.9229765013054831,0.3629961587708067,0.7272727272727273,0.1891764705882353,0.5177862908742645,0.0,0.49779249448123614,0.6038549094988486,1.428571428571428609,0.618408638222036
0.56,0.7497552404201743,0.318537859007833,0.6542893725992318,0.9090909090909092,0.25882352941176473,0.5168285675194965,1.0,0.05353200883002207,0.47227233662885665,1.428571428571428609,0.10367963098857325
0.49,0.3307781430764035,0.5365535248041775,0.6297481860862143,0.36363636363636365,0.45647058823529413,0.7222602271172527,1.0,0.03333333333333333,0.44006061838626503,1.428571428571428609,0.5911521123807527
0.65,0.4828625541356887,0.3263707571801567,0.12505335040546306,0.8181818181818182,0.23764705882352943,0.7027637159666165,1.0,0.09823399558498895,0.8287136962126629,1.428571428571428609,0.17182094559178113
0.52,0.4537094436582686,0.8485639686684074,0.5155783183952198,0.0,0.1778823529411765,0.44233137228074976,0.0,0.06898454746136864,0.315438663246495,1.428571428571428609,0.40350141524268796
0.61,0.34791772657896647,0.7937336814621412,0.5806658130601793,0.4545454545454546,0.6611764705882354,0.4852236968121494,1.0,0.16445916114790285,0.4598731212564538,1.428571428571428609,0.735821364922948
0.65,0.3104748549612446,0.8041775456919062,0.6265471617584294,1.0,0.24235294117647058,0.3598303461485839,0.0,0.21192052980132448,0.7613315051597793,1.428571428571428609,0.9622601949889926
0.77,0.5309722406296628,0.7780678851174936,0.6116090482287666,0.4545454545454546,0.5764705882352942,0.39122999042276646,0.0,0.152317880794702,0.36132232055579966,1.428571428571428609,0.7829961211867074
0.9500000000000001,0.5181293100131251,0.5404699738903396,0.8965002134016219,0.0,0.29411764705882354,0.2434669585442605,1.0,0.12030905077262692,0.3549849438099049,1.428571428571428609,0.2682671139532446
0.9500000000000001,0.6701923446898929,0.7767624020887729,0.7087067861715749,0.4545454545454546,0.8752941176470589,0.27349842659734575,0.0,0.14238410596026488,0.5779412054136679,1.428571428571428609,0.6498584757312088
0.74,0.5174025130075288,0.7754569190600522,0.6020059752454119,0.5454545454545454,0.6470588235294118,0.3515528800109454,1.0,0.11368653421633552,0.4069829231970294,1.428571428571428609,0.5670405702903869
0.77,0.4380662069319333,0.6919060052219321,0.5518565941101152,0.18181818181818182,0.3129411764705883,0.27609796141743054,1.0,0.035430463576158935,0.37445630424656723,1.428571428571428609,0.3343117727225076
0.45,0.38098271505709635,0.6723237597911227,0.9007682458386684,0.36363636363636365,0.2823529411764706,0.10192912847174715,0.0,0.06247240618101544,0.29561303951347845,1.428571428571428609,0.6089736869692841
0.52,0.297657576003728,0.6187989556135771,0.8068715322236448,0.5454545454545454,0.7176470588235294,0.3784375427555069,0.0,0.053200883002207495,0.3609746176908593,1.428571428571428609,0.596393751965615
0.38,0.5888894114226838,0.4203655352480417,0.8378147673922322,0.8181818181818182,0.12964705882352942,0.24449309071008343,1.0,0.0727373068432671,0.2892691023361696,1.428571428571428609,0.6498584757312088
0.46,0.41562528056502057,0.8093994778067886,0.8314127187366623,0.8181818181818182,0.25411764705882356,0.29333698180325624,1.0,0.06986754966887415,0.36775810377290413,1.428571428571428609,0.831219205367439
0.44,0.47955776539847716,0.7258485639686685,0.5166453265044815,0.6363636363636364,0.19035294117647059,0.6501573402654262,1.0,0.22847682119205295,0.6509260048940817,1.428571428571428609,0.9664535066568823
0.75,0.49083166953822743,0.8080939947780679,0.7759282970550576,0.09090909090909091,0.7270588235294118,0.32117936790258583,0.0,0.10474613686534215,0.28908541025657847,1.428571428571428609,0.6173603103050636
0.75,0.4541326960321159,0.7963446475195823,0.6948356807511736,0.09090909090909091,0.13458823529411765,0.24941852510603363,0.0,0.10375275938189844,0.5520996660740412,1.428571428571428609,0.6917915924101059
0.45,0.4350350358909463,0.7885117493472587,0.4472897994024755,0.18181818181818182,0.5623529411764706,0.5883157750718292,1.0,0.043708609271523174,0.47952161334129334,1.428571428571428609,0.7662228745151485
0.53,0.5463076574477455,0.601827676240209,0.7353819889031157,0.7272727272727273,0.25882352941176473,0.3975920098508688,0.0,0.07450331125827814,0.5378504090428986,1.428571428571428609,0.7106614949156097
0.38,0.520805633104321,0.7545691906005223,0.5913358941527955,0.4545454545454546,0.6658823529411765,0.31461212204131894,0.0,0.045805739514348784,0.5187333119025908,1.428571428571428609,0.6991298878289129
0.6,0.34232994018888174,0.9138381201044388,0.9637217242851046,0.09090909090909091,0.76,0.09549870023258995,1.0,0.1964679911699779,0.4785769112176817,1.428571428571428609,0.4999475836041515
0.39,0.15600483961300193,0.629242819843342,0.5924029022620572,0.6363636363636364,0.6376470588235295,0.5973457381310712,1.0,0.08068432671081677,0.4933838049190115,1.428571428571428609,0.42446797358213656
0.88,0.44845940411196095,0.7454308093994779,0.8890311566367904,0.09090909090909091,0.11788235294117647,0.21288822000273636,0.0,0.06501103752759381,0.30843868292778936,1.428571428571428609,0.8008176957752386
0.77,0.5132854217346507,0.489556135770235,0.5283824157063595,0.09090909090909091,0.13294117647058826,0.514571076754686,0.0,0.14790286975717437,0.5595654370231387,1.785714285714285809,0.6613900828179056
0.68,0.5538748968589544,0.6853785900783291,0.7215108834827144,0.8181818181818182,0.10117647058823528,0.25106033657135035,1.0,0.22847682119205295,0.3073890139015542,1.428571428571428609,0.6288919173917602
0.46,0.5060773055497364,0.3550913838120105,0.8143405889884763,0.7272727272727273,0.3035294117647059,0.27746613763852784,1.0,0.08807947019867549,0.34057167599341326,1.428571428571428609,0.6194569661390084
0.44,0.3360752106642497,0.8028720626631856,0.7076397780623133,0.6363636363636364,0.25411764705882356,0.37248597619373375,0.0,0.06302428256070639,0.5122516056655886,1.428571428571428609,0.765174546598176
0.37,0.2755971492456275,0.6266318537859008,0.7652582159624414,1.0,0.2847058823529412,0.31857983308250104,0.0,0.07141280353200881,0.4724888308655177,1.428571428571428609,0.44124122025369544
0.53,0.3659380170412522,0.8485639686684074,0.5347844643619291,0.9090909090909092,0.13364705882352942,0.5697769872759612,0.0,0.08774834437086092,0.28895420162829905,1.428571428571428609,0.618408638222036
0.65,0.5078643711282027,0.560052219321149,0.7887323943661972,0.6363636363636364,0.15176470588235294,0.3698864413736489,0.0,0.07980132450331125,0.775488916151126,1.428571428571428609,0.7442079882587275
0.68,0.42491118113063964,0.7349869451697129,0.40034144259496374,0.4545454545454546,0.29647058823529415,0.5382405253796689,1.0,0.056181015452538625,0.2758661409574293,1.428571428571428609,0.46115945067617153
0.59,0.46097313843772847,0.3563968668407311,0.7119078104993598,0.18181818181818182,0.3364705882352941,0.3375290737446983,1.0,0.17770419426048564,0.20258612206338683,1.428571428571428609,0.40979138274452254
0.43,0.5660808112764694,0.4438642297650132,0.5529236022193769,0.4545454545454546,0.1456470588235294,0.383910247639896,1.0,0.04569536423841059,0.24291309396505917,1.428571428571428609,0.27665373728902404
0.53,0.4073312441482153,0.34203655352480417,0.6649594536918482,0.9090909090909092,0.19223529411764706,0.22109727732932002,0.0,0.19205298013245028,0.9023807805601296,1.428571428571428609,0.5408323723660762
0.54,0.6037973005904157,0.5208877284595301,0.812206572769953,0.4545454545454546,0.2635294117647059,0.16664386372964837,1.0,0.06258278145695363,0.8395252871828851,1.428571428571428609,0.39196980815599125
0.84,0.5158463123602519,0.6305483028720629,0.8506188647033718,0.4545454545454546,0.05058823529411764,0.33362977151457107,0.0,0.10993377483443706,0.3750073804853406,1.428571428571428609,0.9391969808155993
0.44,0.4529398938876372,0.5378590078328982,0.7503201024327785,0.09090909090909091,0.22729411764705884,0.3921193049664797,1.0,0.052317880794701975,0.347578216743533,1.428571428571428609,0.4810776810986477
0.4,0.30436976011423544,0.8250652741514362,0.6959026888604353,0.6363636363636364,0.16847058823529412,0.42256122588589407,1.0,0.0846578366445916,0.2914274842713656,1.428571428571428609,0.8448474682880805
0.41000000000000003,0.6177988311394039,0.755874673629243,0.8271446862996158,0.6363636363636364,0.16447058823529412,0.3070187440142291,1.0,0.10927152317880794,0.3744235020894973,1.428571428571428609,0.8207359261977147
0.37,0.41633070118809934,0.6814621409921671,0.7801963294921042,0.18181818181818182,0.5341176470588236,0.34423313722807497,0.0,0.06026490066225165,0.40653681386087953,1.428571428571428609,0.4234196456651641
0.79,0.5964138980688577,0.5548302872062663,0.7556551429790866,0.18181818181818182,0.16823529411764704,0.451224517717882,0.0,0.24944812362030902,0.3359728135722205,1.428571428571428609,0.6823566411573542
0.74,0.729516081452568,0.8746736292428199,0.6959026888604353,0.36363636363636365,0.12258823529411765,0.4142153509372007,0.0,0.15452538631346577,0.34782751313726384,1.428571428571428609,0.8259775657825769
0.1,0.6212105017892032,0.6840731070496084,0.6446862996158771,0.8181818181818182,0.7105882352941176,0.40354357641264194,1.0,0.06247240618101544,0.5382309140649089,1.428571428571428609,0.7106614949156097
0.6,0.43686057895794417,0.7219321148825066,0.8378147673922322,0.4545454545454546,0.5670588235294117,0.26850458339034067,0.0,0.1335540838852097,0.6236214893491396,1.428571428571428609,0.936051997064682
0.7000000000000001,0.8695741397074855,0.5887728459530028,0.8218096457533077,1.0,0.5694117647058824,0.1633602407990149,0.0,0.37748344370860926,0.45493311640173456,1.428571428571428609,0.5439773561169935
0.79,0.6572938354788097,0.878590078328982,0.7780623132735809,0.18181818181818182,0.09129411764705883,0.3214530031468053,1.0,0.12362030905077262,0.3743710186381856,1.428571428571428609,0.5796205052940561
0.84,0.5192879099455757,0.7271540469973892,0.8132735808792146,0.9090909090909092,0.9529411764705883,0.4030647147352579,0.0,0.07858719646799116,0.3416082241568205,1.428571428571428609,0.7609812349302862
0.77,0.51318709037507,0.5926892950391647,0.8783610755441742,0.09090909090909091,0.20235294117647057,0.3031878505951567,0.0,0.04812362030905077,0.321966292503395,1.428571428571428609,0.7735611699339554
0.84,0.6112362817065194,0.6684073107049608,0.6916346564233888,0.4545454545454546,0.22494117647058826,0.4001231358598987,0.0,0.03222958057395143,0.5249788426086899,1.428571428571428609,0.980081769577524
0.74,0.6387092085180609,0.7232375979112273,0.7012377294067434,0.6363636363636364,0.15576470588235294,0.4249555342728143,0.0,0.04801324503311257,0.4563436091557381,1.428571428571428609,0.7148548065834994
0.73,0.45276460755099335,0.26109660574412535,0.8655569782330346,0.9090909090909092,0.28941176470588237,0.29709946641127377,1.0,0.062362030905077255,0.2417518976047865,1.428571428571428609,0.6288919173917602
0.85,0.739323565751615,0.26240208877284593,0.21574903969270168,0.7272727272727273,0.31058823529411766,0.48323984129155834,1.0,0.03554083885209713,0.47220017188330304,1.428571428571428609,0.31544187021700393
0.78,0.6981654788523447,0.32245430809399483,0.6169440887750747,0.0,0.3623529411764706,0.401012450403612,1.0,0.030353200883002203,0.20563016223946878,1.428571428571428609,0.49156096026837204
0.78,0.5754949701371936,0.5117493472584858,0.5977379428083653,0.09090909090909091,0.8705882352941177,0.3963606512518812,0.0,0.0368653421633554,0.21026182681773148,1.428571428571428609,0.47583604151378556
0.75,0.39473627956888113,0.5757180156657964,0.7247119078104993,0.0,0.26823529411764707,0.36981803256259405,1.0,0.0368653421633554,0.5448241476359486,1.428571428571428609,0.39196980815599125
0.76,0.5924806436856304,0.6618798955613578,0.9733247972684593,0.36363636363636365,0.4117647058823529,0.1546723217950472,0.0,0.07339955849889625,0.2071325010332679,1.428571428571428609,0.980081769577524
0.71,0.440622822281031,0.6971279373368147,0.8218096457533077,0.18181818181818182,0.6847058823529412,0.18750855110138184,0.0,0.1280353200883002,0.47286933588752794,1.428571428571428609,0.7389663486738652
0.71,0.5442555247260616,0.7088772845953004,0.6745625266752027,1.0,0.4235294117647059,0.3930086195101929,0.0,0.2086092715231788,0.6437226512015428,1.428571428571428609,0.5775238494601111
0.77,0.6246307229920095,0.9738903394255876,0.5561246265471618,0.6363636363636364,0.12211764705882354,0.38048980708715285,0.0,0.08708609271523178,0.45297810784037157,1.428571428571428609,0.9790334416605516
0.6900000000000001,0.6649337545905781,0.5718015665796345,0.6766965428937259,0.2727272727272727,0.3058823529411765,0.29354220823642085,1.0,0.07836644591611477,0.24961129443872226,1.428571428571428609,0.6655833944857953
0.76,0.7045484666720819,0.5339425587467364,0.6788305591122492,0.9090909090909092,0.18564705882352942,0.30852373785743603,1.0,0.02693156732891832,0.30223907524158783,1.428571428571428609,0.5230107977775449
0.65,0.6006335959778198,0.787206266318538,0.7268459240290226,0.18181818181818182,0.5576470588235294,0.4101108222739089,1.0,0.15562913907284764,0.5188842018251121,1.428571428571428609,0.8113009749449629
0.73,0.4436454427690111,0.5078328981723237,0.922108408023901,0.7272727272727273,0.1931764705882353,0.3313038719387057,0.0,0.05286975717439293,0.8179873908508224,1.428571428571428609,0.8710556662123914
0.77,0.6322107882327289,0.4751958224543081,0.7620571916346565,0.4545454545454546,0.7058823529411765,0.403475167601587,1.0,0.05066225165562914,0.1970359970871684,1.428571428571428609,0.4160813502463571
0.8,0.6844845940411196,0.5678851174934725,0.5507895860008536,0.6363636363636364,0.2776470588235294,0.6136270351621289,0.0,0.10176600441501103,0.305460247065847,1.428571428571428609,0.5513156515358005
0.73,0.6067899941428713,0.3080939947780679,0.5454545454545454,0.4545454545454546,0.26823529411764707,0.2644684635381037,0.0,0.030353200883002203,0.18526658313050665,1.428571428571428609,0.07243945906279485
0.54,0.456069396288205,0.6266318537859008,0.6809645753307725,0.6363636363636364,0.06941176470588235,0.3375290737446983,1.0,0.0966887417218543,0.4860098800097094,1.428571428571428609,0.6236502778068981
0.75,0.45972048242220065,0.46997389033942555,0.9615877080665813,1.0,0.3270588235294118,0.2795868107812286,1.0,0.10827814569536423,0.538211232770667,1.428571428571428609,0.794527728273404
0.6900000000000001,0.4336113688152782,0.6631853785900785,0.7567221510883483,0.36363636363636365,0.20470588235294118,0.16766999589547132,1.0,0.08002207505518762,0.5055337238976834,1.0,0.8836356012160606
0.79,0.6720007866508767,0.5587467362924283,0.5230473751600513,0.09090909090909091,0.2611764705882353,0.37070734710630726,0.0,0.03222958057395143,0.27564308628935436,1.428571428571428609,0.1340811405807737
0.67,0.4590364381816394,0.3472584856396867,0.8943661971830986,0.0,0.8423529411764705,0.30216171842933365,1.0,0.053200883002207495,0.6690590373222944,1.428571428571428609,0.47583604151378556
